Day,Hours,Elspot Prices DK1 (EUR/MWh),Household Demand (kWh),Capacity factor solar
18/04/2019,23 - 00,41.04,0.14,0
19/04/2019,00 - 01,38.91,0.14,0
19/04/2019,01 - 02,38.18,0.14,0
19/04/2019,02 - 03,38.05,0.13,0
19/04/2019,03 - 04,38.11,0.13,0
19/04/2019,04 - 05,37.15,0.15,0
19/04/2019,05 - 06,40.83,0.13,0.017
19/04/2019,06 - 07,41.76,0.13,0.056
19/04/2019,07 - 08,42.77,0.44,0.113
19/04/2019,08 - 09,43.92,0.2,0.215
19/04/2019,09 - 10,43.82,0.56,0.203
19/04/2019,10 - 11,43.06,1.21,0.192
19/04/2019,11 - 12,42.85,0.27,0.106
19/04/2019,12 - 13,42.37,0.21,0.152
19/04/2019,13 - 14,42.02,0.17,0.189
19/04/2019,14 - 15,41.48,0.53,0.119
19/04/2019,15 - 16,41.07,0.15,0.096
19/04/2019,16 - 17,41.88,0.13,0.121
19/04/2019,17 - 18,42.31,0.14,0.037
19/04/2019,18 - 19,43.06,0.19,0
19/04/2019,19 - 20,43.77,0.28,0
19/04/2019,20 - 21,43.29,0.28,0
19/04/2019,21 - 22,44.18,0.61,0
19/04/2019,22 - 23,43.97,0.48,0
19/04/2019,23 - 00,41.71,0.35,0
20/04/2019,00 - 01,42.54,0.15,0
20/04/2019,01 - 02,41.04,0.14,0
20/04/2019,02 - 03,40.54,0.13,0
20/04/2019,03 - 04,40.83,0.13,0
20/04/2019,04 - 05,41.34,0.13,0
20/04/2019,05 - 06,40.21,0.13,0.026
20/04/2019,06 - 07,40.54,0.59,0.209
20/04/2019,07 - 08,41.5,1.31,0.406
20/04/2019,08 - 09,42.76,0.21,0.589
20/04/2019,09 - 10,43.08,0.21,0.676
20/04/2019,10 - 11,42.97,0.16,0.736
20/04/2019,11 - 12,42.1,0.13,0.76
20/04/2019,12 - 13,41.59,0.32,0.731
20/04/2019,13 - 14,41.07,0.17,0.727
20/04/2019,14 - 15,40.79,0.25,0.608
20/04/2019,15 - 16,40.26,0.12,0.431
20/04/2019,16 - 17,40.54,0.96,0.201
20/04/2019,17 - 18,38.11,0.13,0.025
20/04/2019,18 - 19,45,0.12,0.002
20/04/2019,19 - 20,47.02,0.24,0
20/04/2019,20 - 21,44.7,0.38,0
20/04/2019,21 - 22,43.5,0.27,0
20/04/2019,22 - 23,42.59,0.34,0
20/04/2019,23 - 00,41.46,0.31,0
21/04/2019,00 - 01,37.03,0.13,0
21/04/2019,01 - 02,34.93,0.13,0
21/04/2019,02 - 03,32.17,0.11,0
21/04/2019,03 - 04,32.16,0.11,0
21/04/2019,04 - 05,34.11,0.11,0
21/04/2019,05 - 06,33.99,0.12,0.031
21/04/2019,06 - 07,35.03,0.11,0.214
21/04/2019,07 - 08,35.08,0.28,0.433
21/04/2019,08 - 09,40.44,0.37,0.635
21/04/2019,09 - 10,41.93,0.26,0.765
21/04/2019,10 - 11,41.52,0.23,0.859
21/04/2019,11 - 12,41.28,0.16,0.878
21/04/2019,12 - 13,40.86,0.15,0.855
21/04/2019,13 - 14,39.75,0.23,0.767
21/04/2019,14 - 15,37.48,0.25,0.627
21/04/2019,15 - 16,33.23,0.17,0.429
21/04/2019,16 - 17,35.08,0.15,0.198
21/04/2019,17 - 18,36.17,0.13,0.029
21/04/2019,18 - 19,41.94,1.14,0.002
21/04/2019,19 - 20,46.32,0.28,0
21/04/2019,20 - 21,46.17,0.3,0
21/04/2019,21 - 22,44.25,0.36,0
21/04/2019,22 - 23,41.46,0.33,0
21/04/2019,23 - 00,38.42,0.15,0
22/04/2019,00 - 01,35.09,0.11,0
22/04/2019,01 - 02,30.14,0.12,0
22/04/2019,02 - 03,30.11,0.11,0
22/04/2019,03 - 04,30.12,0.11,0
22/04/2019,04 - 05,30.08,0.11,0
22/04/2019,05 - 06,31.48,0.12,0.035
22/04/2019,06 - 07,36.89,0.1,0.196
22/04/2019,07 - 08,39.37,0.31,0.257
22/04/2019,08 - 09,40.87,0.25,0.225
22/04/2019,09 - 10,37.17,0.2,0.499
22/04/2019,10 - 11,34.07,0.16,0.211
22/04/2019,11 - 12,23.76,0.19,0.092
22/04/2019,12 - 13,13.3,0.15,0.118
22/04/2019,13 - 14,2.88,0.25,0.383
22/04/2019,14 - 15,0.12,0.15,0.093
22/04/2019,15 - 16,-0.02,0.37,0.12
22/04/2019,16 - 17,-5,0.14,0.189
22/04/2019,17 - 18,-2.08,0.24,0.03
22/04/2019,18 - 19,-0.39,0.31,0.003
22/04/2019,19 - 20,15.09,0.46,0
22/04/2019,20 - 21,17.06,0.66,0
22/04/2019,21 - 22,2.99,0.9,0
22/04/2019,22 - 23,0.03,0.29,0
22/04/2019,23 - 00,-15.11,0.14,0
23/04/2019,00 - 01,-1.72,0.11,0
23/04/2019,01 - 02,-6.96,0.11,0
23/04/2019,02 - 03,-9.66,0.12,0
23/04/2019,03 - 04,-11.05,0.11,0
23/04/2019,04 - 05,-9.58,0.1,0
23/04/2019,05 - 06,6.85,0.12,0.035
23/04/2019,06 - 07,29.51,0.1,0.209
23/04/2019,07 - 08,38.9,0.39,0.424
23/04/2019,08 - 09,38.61,0.23,0.617
23/04/2019,09 - 10,27.97,0.25,0.756
23/04/2019,10 - 11,16.5,0.18,0.827
23/04/2019,11 - 12,0.03,1.66,0.578
23/04/2019,12 - 13,-10,0.3,0.679
23/04/2019,13 - 14,-9.99,0.22,0.544
23/04/2019,14 - 15,-4.5,0.17,0.5
23/04/2019,15 - 16,0.13,0.19,0.397
23/04/2019,16 - 17,13.11,0.41,0.202
23/04/2019,17 - 18,31.62,0.28,0.033
23/04/2019,18 - 19,38.66,0.31,0.004
23/04/2019,19 - 20,41.19,0.33,0
23/04/2019,20 - 21,40.76,0.44,0
23/04/2019,21 - 22,36.44,0.35,0
23/04/2019,22 - 23,29.43,0.34,0
23/04/2019,23 - 00,23.76,0.26,0
24/04/2019,00 - 01,2.19,0.12,0
24/04/2019,01 - 02,4.1,0.12,0
24/04/2019,02 - 03,3.94,0.1,0
24/04/2019,03 - 04,3.56,0.12,0
24/04/2019,04 - 05,5.36,0.11,0
24/04/2019,05 - 06,21.74,0.11,0.037
24/04/2019,06 - 07,40.18,0.65,0.223
24/04/2019,07 - 08,43.27,1.12,0.437
24/04/2019,08 - 09,43.94,0.27,0.63
24/04/2019,09 - 10,42.06,0.25,0.757
24/04/2019,10 - 11,38.93,0.61,0.829
24/04/2019,11 - 12,34.5,0.32,0.121
24/04/2019,12 - 13,30.05,0.23,0.548
24/04/2019,13 - 14,32.59,0.18,0.197
24/04/2019,14 - 15,31.67,0.17,0.461
24/04/2019,15 - 16,31.25,0.11,0.169
24/04/2019,16 - 17,34.09,0.11,0.087
24/04/2019,17 - 18,41.07,0.32,0.014
24/04/2019,18 - 19,45,0.28,0
24/04/2019,19 - 20,42.65,0.26,0
24/04/2019,20 - 21,42.37,0.32,0
24/04/2019,21 - 22,41.49,0.34,0
24/04/2019,22 - 23,38.18,0.76,0
24/04/2019,23 - 00,31.06,0.7,0
25/04/2019,00 - 01,27.5,0.14,0
25/04/2019,01 - 02,26.16,0.12,0
25/04/2019,02 - 03,27.28,0.1,0
25/04/2019,03 - 04,28.71,0.11,0
25/04/2019,04 - 05,31.37,0.12,0
25/04/2019,05 - 06,37.97,0.1,0.038
25/04/2019,06 - 07,43.29,0.12,0.229
25/04/2019,07 - 08,49.71,1.65,0.458
25/04/2019,08 - 09,48.31,0.23,0.392
25/04/2019,09 - 10,44.51,0.81,0.151
25/04/2019,10 - 11,41.35,0.27,0.081
25/04/2019,11 - 12,41.24,0.19,0.138
25/04/2019,12 - 13,40.89,0.27,0.051
25/04/2019,13 - 14,40.77,0.18,0.065
25/04/2019,14 - 15,40.32,0.18,0.075
25/04/2019,15 - 16,40.22,0.13,0.29
25/04/2019,16 - 17,37.11,0.12,0.078
25/04/2019,17 - 18,41.3,0.1,0.003
25/04/2019,18 - 19,46.32,0.13,0
25/04/2019,19 - 20,57.61,0.21,0
25/04/2019,20 - 21,60.03,0.28,0
25/04/2019,21 - 22,47.88,0.51,0
25/04/2019,22 - 23,41.29,0.43,0
25/04/2019,23 - 00,39.12,0.12,0
26/04/2019,00 - 01,37.08,0.12,0
26/04/2019,01 - 02,35.08,0.12,0
26/04/2019,02 - 03,33.6,0.12,0
26/04/2019,03 - 04,34.95,0.11,0
26/04/2019,04 - 05,36.46,0.11,0
26/04/2019,05 - 06,39.6,0.11,0.03
26/04/2019,06 - 07,44.48,1.73,0.181
26/04/2019,07 - 08,52.42,0.28,0.411
26/04/2019,08 - 09,55.15,0.19,0.608
26/04/2019,09 - 10,53.05,0.15,0.311
26/04/2019,10 - 11,50.04,1.21,0.606
26/04/2019,11 - 12,47.04,0.3,0.219
26/04/2019,12 - 13,44.05,0.3,0.148
26/04/2019,13 - 14,42.25,0.23,0.099
26/04/2019,14 - 15,40.44,0.17,0.093
26/04/2019,15 - 16,40.6,0.11,0.207
26/04/2019,16 - 17,41.55,0.15,0.136
26/04/2019,17 - 18,45.82,0.3,0.018
26/04/2019,18 - 19,45.1,0.24,0.002
26/04/2019,19 - 20,49.17,0.47,0
26/04/2019,20 - 21,49.77,0.25,0
26/04/2019,21 - 22,46.51,0.77,0
26/04/2019,22 - 23,42.06,0.9,0
26/04/2019,23 - 00,37.13,0.17,0
27/04/2019,00 - 01,32.09,0.12,0
27/04/2019,01 - 02,30.16,0.12,0
27/04/2019,02 - 03,29.11,0.11,0
27/04/2019,03 - 04,28.1,0.1,0
27/04/2019,04 - 05,27.49,0.27,0
27/04/2019,05 - 06,26.82,0.11,0.007
27/04/2019,06 - 07,27.08,0.12,0.056
27/04/2019,07 - 08,32.06,1.34,0.124
27/04/2019,08 - 09,37.3,0.48,0.168
27/04/2019,09 - 10,38.12,0.18,0.155
27/04/2019,10 - 11,38.1,0.16,0.245
27/04/2019,11 - 12,37.65,0.43,0.168
27/04/2019,12 - 13,33.99,0.2,0.224
27/04/2019,13 - 14,31.62,0.19,0.085
27/04/2019,14 - 15,30.95,0.22,0.067
27/04/2019,15 - 16,31.04,0.16,0.088
27/04/2019,16 - 17,32.11,0.19,0.069
27/04/2019,17 - 18,33.17,1.25,0.032
27/04/2019,18 - 19,38.1,0.22,0.004
27/04/2019,19 - 20,40,0.26,0
27/04/2019,20 - 21,39.33,0.27,0
27/04/2019,21 - 22,37.71,0.47,0
27/04/2019,22 - 23,36.44,0.4,0
27/04/2019,23 - 00,31.64,0.33,0
28/04/2019,00 - 01,31.3,0.19,0
28/04/2019,01 - 02,29.11,0.11,0
28/04/2019,02 - 03,30.06,0.11,0
28/04/2019,03 - 04,29.06,0.11,0
28/04/2019,04 - 05,29.59,0.11,0
28/04/2019,05 - 06,30.02,0.1,0.028
28/04/2019,06 - 07,30.77,0.13,0.028
28/04/2019,07 - 08,31.72,0.47,0.109
28/04/2019,08 - 09,32.12,0.7,0.11
28/04/2019,09 - 10,34.48,0.35,0.14
28/04/2019,10 - 11,34.55,1.19,0.221
28/04/2019,11 - 12,35.6,2.47,0.267
28/04/2019,12 - 13,32.67,1.41,0.17
28/04/2019,13 - 14,31.5,0.45,0.161
28/04/2019,14 - 15,30.46,0.64,0.117
28/04/2019,15 - 16,29.83,0.34,0.078
28/04/2019,16 - 17,31.8,0.64,0.168
28/04/2019,17 - 18,35.58,0.33,0.004
28/04/2019,18 - 19,41.77,0.36,0
28/04/2019,19 - 20,45.41,0.41,0
28/04/2019,20 - 21,47.85,1.5,0
28/04/2019,21 - 22,46.16,0.86,0
28/04/2019,22 - 23,42.14,0.82,0
28/04/2019,23 - 00,41.75,0.12,0
29/04/2019,00 - 01,38.61,0.11,0
29/04/2019,01 - 02,36.29,0.12,0
29/04/2019,02 - 03,35.64,0.12,0
29/04/2019,03 - 04,35.08,0.11,0
29/04/2019,04 - 05,34.25,0.12,0.002
29/04/2019,05 - 06,36.64,0.12,0.036
29/04/2019,06 - 07,46.92,0.13,0.203
29/04/2019,07 - 08,52.88,0.39,0.023
29/04/2019,08 - 09,56.83,0.22,0.128
29/04/2019,09 - 10,51.4,0.25,0.068
29/04/2019,10 - 11,47.09,0.26,0.333
29/04/2019,11 - 12,45.7,0.12,0.584
29/04/2019,12 - 13,44.15,0.13,0.632
29/04/2019,13 - 14,43.09,0.11,0.718
29/04/2019,14 - 15,40.75,0.12,0.584
29/04/2019,15 - 16,39.49,0.11,0.351
29/04/2019,16 - 17,39.98,0.11,0.203
29/04/2019,17 - 18,42.49,0.22,0.032
29/04/2019,18 - 19,45.06,0.35,0.008
29/04/2019,19 - 20,47.18,0.38,0
29/04/2019,20 - 21,47.91,0.5,0
29/04/2019,21 - 22,46.9,0.33,0
29/04/2019,22 - 23,44.95,0.36,0
29/04/2019,23 - 00,38.51,0.14,0
30/04/2019,00 - 01,34.07,0.13,0
30/04/2019,01 - 02,36.14,0.13,0
30/04/2019,02 - 03,35.07,0.11,0
30/04/2019,03 - 04,35.31,0.13,0
30/04/2019,04 - 05,34.51,0.12,0.004
30/04/2019,05 - 06,37.11,0.11,0.045
30/04/2019,06 - 07,45.71,0.55,0.238
30/04/2019,07 - 08,52.25,1.33,0.296
30/04/2019,08 - 09,60.12,0.39,0.562
30/04/2019,09 - 10,51.57,0.2,0.691
30/04/2019,10 - 11,47.52,0.25,0.773
30/04/2019,11 - 12,44.94,0.24,0.493
30/04/2019,12 - 13,40.93,0.4,0.351
30/04/2019,13 - 14,37.78,0.34,0.185
30/04/2019,14 - 15,40.06,0.26,0.088
30/04/2019,15 - 16,39.49,0.15,0.059
30/04/2019,16 - 17,39.59,0.32,0.036
30/04/2019,17 - 18,41.38,0.33,0.057
30/04/2019,18 - 19,47.19,0.45,0.009
30/04/2019,19 - 20,54.51,0.48,0
30/04/2019,20 - 21,51.86,0.89,0
30/04/2019,21 - 22,48.81,0.59,0
30/04/2019,22 - 23,46.37,1,0
30/04/2019,23 - 00,43.5,0.24,0
01/05/2019,00 - 01,38.07,0.22,0
01/05/2019,01 - 02,35.27,0.21,0
01/05/2019,02 - 03,32.7,0.21,0
01/05/2019,03 - 04,31.22,0.23,0
01/05/2019,04 - 05,29.62,0.21,0.005
01/05/2019,05 - 06,29.78,0.22,0.039
01/05/2019,06 - 07,27.56,0.22,0.047
01/05/2019,07 - 08,27.65,0.35,0.081
01/05/2019,08 - 09,30.96,0.54,0.156
01/05/2019,09 - 10,29.46,0.29,0.108
01/05/2019,10 - 11,28.94,0.36,0.162
01/05/2019,11 - 12,28.71,0.32,0.404
01/05/2019,12 - 13,21.16,0.9,0.602
01/05/2019,13 - 14,4.91,0.19,0.666
01/05/2019,14 - 15,-2.46,0.2,0.245
01/05/2019,15 - 16,-2.83,0.18,0.272
01/05/2019,16 - 17,1.98,0.17,0.07
01/05/2019,17 - 18,19.65,0.32,0.028
01/05/2019,18 - 19,29.71,0.64,0
01/05/2019,19 - 20,34.58,0.67,0
01/05/2019,20 - 21,37.32,1.01,0
01/05/2019,21 - 22,33.26,0.92,0
01/05/2019,22 - 23,33.75,0.42,0
01/05/2019,23 - 00,12.81,0.28,0
02/05/2019,00 - 01,13.07,0.15,0
02/05/2019,01 - 02,5.07,0.12,0
02/05/2019,02 - 03,5.02,0.11,0
02/05/2019,03 - 04,0.47,0.12,0
02/05/2019,04 - 05,2.74,0.11,0.015
02/05/2019,05 - 06,6.75,0.11,0.044
02/05/2019,06 - 07,41.29,0.2,0.24
02/05/2019,07 - 08,40.34,0.21,0.442
02/05/2019,08 - 09,41.29,0.18,0.567
02/05/2019,09 - 10,40.94,0.11,0.571
02/05/2019,10 - 11,39.78,0.1,0.65
02/05/2019,11 - 12,37.4,0.1,0.723
02/05/2019,12 - 13,31.48,0.11,0.725
02/05/2019,13 - 14,31.97,0.12,0.645
02/05/2019,14 - 15,34.39,0.11,0.567
02/05/2019,15 - 16,37.08,0.1,0.417
02/05/2019,16 - 17,37.56,0.11,0.197
02/05/2019,17 - 18,39.93,0.11,0.059
02/05/2019,18 - 19,40.15,0.1,0.009
02/05/2019,19 - 20,40.75,0.11,0
02/05/2019,20 - 21,41.57,0.11,0
02/05/2019,21 - 22,41.79,0.12,0
02/05/2019,22 - 23,41.19,0.11,0
02/05/2019,23 - 00,40.45,0.11,0
03/05/2019,00 - 01,33.36,0.1,0
03/05/2019,01 - 02,34.97,0.11,0
03/05/2019,02 - 03,33.67,0.11,0
03/05/2019,03 - 04,32.55,0.1,0
03/05/2019,04 - 05,33.17,0.11,0.004
03/05/2019,05 - 06,36.03,0.1,0.049
03/05/2019,06 - 07,42.04,0.1,0.198
03/05/2019,07 - 08,47.09,0.13,0.444
03/05/2019,08 - 09,43.14,0.09,0.589
03/05/2019,09 - 10,42.82,0.11,0.727
03/05/2019,10 - 11,42.52,0.11,0.821
03/05/2019,11 - 12,42.02,0.1,0.812
03/05/2019,12 - 13,41.88,0.11,0.328
03/05/2019,13 - 14,39.92,0.1,0.382
03/05/2019,14 - 15,36.73,0.12,0.148
03/05/2019,15 - 16,35.68,0.11,0.225
03/05/2019,16 - 17,35.54,0.1,0.079
03/05/2019,17 - 18,38.97,0.1,0.041
03/05/2019,18 - 19,42.1,0.12,0.01
03/05/2019,19 - 20,44.05,0.1,0
03/05/2019,20 - 21,42.38,0.1,0
03/05/2019,21 - 22,42.47,0.11,0
03/05/2019,22 - 23,42.38,0.12,0
03/05/2019,23 - 00,41.79,0.1,0
04/05/2019,00 - 01,39.8,0.11,0
04/05/2019,01 - 02,36.85,0.11,0
04/05/2019,02 - 03,35.63,0.1,0
04/05/2019,03 - 04,34.97,0.11,0
04/05/2019,04 - 05,35.05,0.1,0.004
04/05/2019,05 - 06,34.58,0.1,0.019
04/05/2019,06 - 07,35.66,0.11,0.019
04/05/2019,07 - 08,40.96,0.12,0.338
04/05/2019,08 - 09,45.09,0.1,0.099
04/05/2019,09 - 10,45.16,0.11,0.105
04/05/2019,10 - 11,43.71,0.1,0.126
04/05/2019,11 - 12,42.74,0.11,0.182
04/05/2019,12 - 13,40.64,0.1,0.197
04/05/2019,13 - 14,37.06,0.1,0.139
04/05/2019,14 - 15,35.02,0.11,0.469
04/05/2019,15 - 16,33.07,0.1,0.348
04/05/2019,16 - 17,32.75,0.12,0.198
04/05/2019,17 - 18,37.62,0.12,0.047
04/05/2019,18 - 19,41.49,0.19,0.013
04/05/2019,19 - 20,44.96,0.26,0
04/05/2019,20 - 21,44.9,0.71,0
04/05/2019,21 - 22,45.59,0.32,0
04/05/2019,22 - 23,46.02,0.36,0
04/05/2019,23 - 00,44.39,0.13,0
05/05/2019,00 - 01,35.26,0.12,0
05/05/2019,01 - 02,32.09,0.12,0
05/05/2019,02 - 03,29.1,0.11,0
05/05/2019,03 - 04,28.96,0.12,0
05/05/2019,04 - 05,29.1,0.11,0.01
05/05/2019,05 - 06,28,0.12,0.053
05/05/2019,06 - 07,28.11,0.14,0.244
05/05/2019,07 - 08,29.07,1.63,0.339
05/05/2019,08 - 09,30.76,0.26,0.638
05/05/2019,09 - 10,30.35,0.25,0.736
05/05/2019,10 - 11,28.52,0.4,0.781
05/05/2019,11 - 12,28.79,0.16,0.807
05/05/2019,12 - 13,28.15,0.16,0.752
05/05/2019,13 - 14,26.46,0.14,0.612
05/05/2019,14 - 15,16.15,0.3,0.385
05/05/2019,15 - 16,15.74,0.58,0.336
05/05/2019,16 - 17,21.77,2.61,0.193
05/05/2019,17 - 18,30.76,1.58,0.038
05/05/2019,18 - 19,32.51,0.66,0.014
05/05/2019,19 - 20,38.55,0.72,0
05/05/2019,20 - 21,41.41,0.7,0
05/05/2019,21 - 22,41.4,0.25,0
05/05/2019,22 - 23,42.43,0.29,0
05/05/2019,23 - 00,39.79,0.18,0
06/05/2019,00 - 01,37.98,0.13,0
06/05/2019,01 - 02,35.06,0.12,0
06/05/2019,02 - 03,34.99,0.12,0
06/05/2019,03 - 04,33.41,0.12,0
06/05/2019,04 - 05,33.14,0.11,0.007
06/05/2019,05 - 06,36.43,0.12,0.063
06/05/2019,06 - 07,45.95,0.11,0.246
06/05/2019,07 - 08,49.87,0.42,0.447
06/05/2019,08 - 09,47.15,0.23,0.617
06/05/2019,09 - 10,45.31,0.19,0.729
06/05/2019,10 - 11,44.84,0.21,0.801
06/05/2019,11 - 12,44.82,0.24,0.818
06/05/2019,12 - 13,44.49,0.33,0.763
06/05/2019,13 - 14,44.28,0.13,0.7
06/05/2019,14 - 15,42.17,0.28,0.566
06/05/2019,15 - 16,41.18,0.17,0.403
06/05/2019,16 - 17,41.25,0.13,0.206
06/05/2019,17 - 18,43.96,0.17,0.04
06/05/2019,18 - 19,44.76,0.2,0.013
06/05/2019,19 - 20,44.21,0.28,0
06/05/2019,20 - 21,44,0.31,0
06/05/2019,21 - 22,44.15,0.38,0
06/05/2019,22 - 23,43.52,0.67,0
06/05/2019,23 - 00,42.9,0.15,0
07/05/2019,00 - 01,42.41,0.62,0
07/05/2019,01 - 02,41.07,0.12,0
07/05/2019,02 - 03,40.89,0.11,0
07/05/2019,03 - 04,40.12,0.11,0
07/05/2019,04 - 05,40.12,0.12,0.012
07/05/2019,05 - 06,42.8,0.12,0.064
07/05/2019,06 - 07,45.89,0.11,0.206
07/05/2019,07 - 08,45.54,1.19,0.456
07/05/2019,08 - 09,45.63,0.57,0.605
07/05/2019,09 - 10,45.1,0.3,0.733
07/05/2019,10 - 11,45.26,0.14,0.725
07/05/2019,11 - 12,44.6,0.12,0.793
07/05/2019,12 - 13,44.52,0.14,0.8
07/05/2019,13 - 14,44.13,0.12,0.722
07/05/2019,14 - 15,43.88,0.11,0.557
07/05/2019,15 - 16,43.4,0.13,0.408
07/05/2019,16 - 17,43.37,0.12,0.208
07/05/2019,17 - 18,44.03,0.18,0.05
07/05/2019,18 - 19,44.77,0.24,0.017
07/05/2019,19 - 20,49.05,0.2,0
07/05/2019,20 - 21,60.98,0.21,0
07/05/2019,21 - 22,55.12,0.24,0
07/05/2019,22 - 23,51.09,0.44,0
07/05/2019,23 - 00,45.1,0.3,0
08/05/2019,00 - 01,44.27,0.13,0
08/05/2019,01 - 02,39.11,0.13,0
08/05/2019,02 - 03,36.03,0.12,0
08/05/2019,03 - 04,40.78,0.11,0
08/05/2019,04 - 05,40.26,0.11,0.014
08/05/2019,05 - 06,41.5,0.13,0.056
08/05/2019,06 - 07,44.42,0.12,0.237
08/05/2019,07 - 08,49.54,0.24,0.436
08/05/2019,08 - 09,49.12,0.22,0.617
08/05/2019,09 - 10,46.3,1.46,0.745
08/05/2019,10 - 11,44.75,0.26,0.821
08/05/2019,11 - 12,43.59,0.15,0.844
08/05/2019,12 - 13,43.06,0.25,0.812
08/05/2019,13 - 14,42.71,0.51,0.736
08/05/2019,14 - 15,42.16,0.28,0.592
08/05/2019,15 - 16,41.46,0.17,0.415
08/05/2019,16 - 17,40.74,0.18,0.208
08/05/2019,17 - 18,41.18,1.44,0.039
08/05/2019,18 - 19,37.43,0.36,0.017
08/05/2019,19 - 20,39.27,0.26,0
08/05/2019,20 - 21,39.69,0.34,0
08/05/2019,21 - 22,38.09,0.34,0
08/05/2019,22 - 23,35.31,0.31,0
08/05/2019,23 - 00,32.65,0.26,0
09/05/2019,00 - 01,33.99,0.14,0
09/05/2019,01 - 02,32.08,0.13,0
09/05/2019,02 - 03,30.32,0.12,0
09/05/2019,03 - 04,30.75,0.12,0
09/05/2019,04 - 05,33.17,0.12,0.015
09/05/2019,05 - 06,37.15,0.12,0.059
09/05/2019,06 - 07,46.08,0.12,0.239
09/05/2019,07 - 08,50.02,0.4,0.443
09/05/2019,08 - 09,54.77,0.47,0.617
09/05/2019,09 - 10,52.3,0.16,0.741
09/05/2019,10 - 11,50.05,0.61,0.816
09/05/2019,11 - 12,50.03,0.13,0.844
09/05/2019,12 - 13,49.15,0.17,0.802
09/05/2019,13 - 14,47.86,0.36,0.724
09/05/2019,14 - 15,45.85,0.45,0.588
09/05/2019,15 - 16,45.42,0.19,0.412
09/05/2019,16 - 17,45.63,0.13,0.209
09/05/2019,17 - 18,49.81,0.11,0.04
09/05/2019,18 - 19,50.08,0.12,0.017
09/05/2019,19 - 20,55.16,0.2,0
09/05/2019,20 - 21,55.35,0.17,0
09/05/2019,21 - 22,50,0.27,0
09/05/2019,22 - 23,49.17,0.38,0
09/05/2019,23 - 00,44.09,0.26,0
10/05/2019,00 - 01,40.18,0.15,0
10/05/2019,01 - 02,38.91,0.12,0
10/05/2019,02 - 03,37.62,0.12,0
10/05/2019,03 - 04,37.33,0.12,0
10/05/2019,04 - 05,37.25,0.12,0.014
10/05/2019,05 - 06,39.1,0.11,0.052
10/05/2019,06 - 07,47.73,0.13,0.241
10/05/2019,07 - 08,54.69,1.57,0.445
10/05/2019,08 - 09,56.29,0.14,0.618
10/05/2019,09 - 10,53.18,0.76,0.746
10/05/2019,10 - 11,49.92,0.47,0.814
10/05/2019,11 - 12,47.03,0.44,0.831
10/05/2019,12 - 13,42.79,0.26,0.8
10/05/2019,13 - 14,37.58,0.3,0.722
10/05/2019,14 - 15,37.18,0.29,0.583
10/05/2019,15 - 16,37.14,0.89,0.408
10/05/2019,16 - 17,37.46,0.76,0.209
10/05/2019,17 - 18,42.79,0.37,0.039
10/05/2019,18 - 19,49,0.25,0.018
10/05/2019,19 - 20,43.75,0.31,0
10/05/2019,20 - 21,43.47,0.33,0
10/05/2019,21 - 22,43.66,0.29,0
10/05/2019,22 - 23,43.53,0.47,0
10/05/2019,23 - 00,43.28,0.33,0
11/05/2019,00 - 01,44.15,0.18,0
11/05/2019,01 - 02,40.08,0.17,0
11/05/2019,02 - 03,38.02,0.17,0
11/05/2019,03 - 04,36.6,0.16,0
11/05/2019,04 - 05,37.24,0.17,0.017
11/05/2019,05 - 06,36.91,0.17,0.062
11/05/2019,06 - 07,37.56,0.15,0.239
11/05/2019,07 - 08,39.19,0.47,0.432
11/05/2019,08 - 09,42.26,0.29,0.601
11/05/2019,09 - 10,43.09,0.29,0.729
11/05/2019,10 - 11,41.05,0.28,0.796
11/05/2019,11 - 12,40.76,0.21,0.681
11/05/2019,12 - 13,36.93,0.16,0.763
11/05/2019,13 - 14,36.3,0.18,0.711
11/05/2019,14 - 15,33.48,0.16,0.571
11/05/2019,15 - 16,32.16,0.17,0.404
11/05/2019,16 - 17,32.16,0.18,0.208
11/05/2019,17 - 18,34.77,0.11,0.046
11/05/2019,18 - 19,37.44,0.29,0.02
11/05/2019,19 - 20,39.99,0.28,0
11/05/2019,20 - 21,37.96,1,0
11/05/2019,21 - 22,37.69,0.6,0
11/05/2019,22 - 23,37.34,0.23,0
11/05/2019,23 - 00,35.09,0.15,0
12/05/2019,00 - 01,35.86,0.12,0
12/05/2019,01 - 02,29.62,0.12,0
12/05/2019,02 - 03,26.76,0.11,0
12/05/2019,03 - 04,22.71,0.11,0
12/05/2019,04 - 05,20.95,0.11,0.017
12/05/2019,05 - 06,20.44,0.13,0.065
12/05/2019,06 - 07,23.69,0.15,0.236
12/05/2019,07 - 08,23.09,0.29,0.434
12/05/2019,08 - 09,26.85,0.17,0.605
12/05/2019,09 - 10,20.38,0.16,0.732
12/05/2019,10 - 11,9.95,0.23,0.812
12/05/2019,11 - 12,8.07,0.47,0.834
12/05/2019,12 - 13,9.5,1.17,0.799
12/05/2019,13 - 14,-0.51,0.19,0.722
12/05/2019,14 - 15,-15.09,0.11,0.587
12/05/2019,15 - 16,-19.97,0.12,0.409
12/05/2019,16 - 17,-8.56,0.12,0.211
12/05/2019,17 - 18,9.93,0.12,0.044
12/05/2019,18 - 19,30.41,0.11,0.021
12/05/2019,19 - 20,37,0.13,0
12/05/2019,20 - 21,40.09,0.21,0
12/05/2019,21 - 22,40.96,0.21,0
12/05/2019,22 - 23,42.01,0.32,0
