Day,Hours,Elspot Prices DK1 (EUR/MWh),Household Demand (kWh),Capacity factor solar
20/10/2019,21 - 22,39.73,0.63,0
20/10/2019,22 - 23,38.19,0.3,0
20/10/2019,23 - 00,36.1,0.1,0
21/10/2019,00 - 01,30.42,0.12,0
21/10/2019,01 - 02,27.18,0.1,0
21/10/2019,02 - 03,26.35,0.12,0
21/10/2019,03 - 04,25.86,0.12,0
21/10/2019,04 - 05,25.77,0.13,0
21/10/2019,05 - 06,26.46,0.12,0
21/10/2019,06 - 07,38.74,0.12,0
21/10/2019,07 - 08,52.07,0.39,0.022
21/10/2019,08 - 09,52.57,0.62,0.048
21/10/2019,09 - 10,52.1,2.27,0.01
21/10/2019,10 - 11,50.46,0.7,0.014
21/10/2019,11 - 12,50.46,0.32,0.014
21/10/2019,12 - 13,45.69,1.6,0.013
21/10/2019,13 - 14,44.26,1.83,0.016
21/10/2019,14 - 15,45.33,0.79,0.009
21/10/2019,15 - 16,47.84,0.33,0.024
21/10/2019,16 - 17,50.17,0.32,0
21/10/2019,17 - 18,54.26,0.43,0
21/10/2019,18 - 19,58.18,0.56,0
21/10/2019,19 - 20,66.69,0.71,0
21/10/2019,20 - 21,52.34,0.72,0
21/10/2019,21 - 22,49.15,0.43,0
21/10/2019,22 - 23,43.12,0.81,0
21/10/2019,23 - 00,37.34,0.13,0
22/10/2019,00 - 01,39.9,0.13,0
22/10/2019,01 - 02,35.98,0.12,0
22/10/2019,02 - 03,34.74,0.11,0
22/10/2019,03 - 04,31.93,0.12,0
22/10/2019,04 - 05,33.79,0.12,0
22/10/2019,05 - 06,36.3,0.12,0
22/10/2019,06 - 07,47.12,0.31,0
22/10/2019,07 - 08,56.59,0.69,0.013
22/10/2019,08 - 09,61.47,0.22,0.027
22/10/2019,09 - 10,60.17,0.22,0.063
22/10/2019,10 - 11,55.65,0.24,0.013
22/10/2019,11 - 12,52.87,0.23,0.051
22/10/2019,12 - 13,46.48,0.22,0.036
22/10/2019,13 - 14,43.79,0.22,0.015
22/10/2019,14 - 15,44.11,0.22,0.021
22/10/2019,15 - 16,43.78,0.29,0.018
22/10/2019,16 - 17,46.37,2.03,0
22/10/2019,17 - 18,52.08,1.03,0
22/10/2019,18 - 19,60.17,0.61,0
22/10/2019,19 - 20,65.66,0.49,0
22/10/2019,20 - 21,53.1,0.53,0
22/10/2019,21 - 22,46.47,0.49,0
22/10/2019,22 - 23,41.28,0.31,0
22/10/2019,23 - 00,36.6,0.12,0
23/10/2019,00 - 01,35.62,0.11,0
23/10/2019,01 - 02,32.4,0.1,0
23/10/2019,02 - 03,31.45,0.12,0
23/10/2019,03 - 04,30.17,0.1,0
23/10/2019,04 - 05,30.47,0.11,0
23/10/2019,05 - 06,35.02,0.12,0
23/10/2019,06 - 07,40.81,0.1,0
23/10/2019,07 - 08,52.54,1.67,0.008
23/10/2019,08 - 09,59.94,0.2,0.025
23/10/2019,09 - 10,57.28,0.13,0.058
23/10/2019,10 - 11,54.26,0.13,0.078
23/10/2019,11 - 12,51.37,0.13,0.021
23/10/2019,12 - 13,44.6,0.13,0.037
23/10/2019,13 - 14,42.67,0.13,0.026
23/10/2019,14 - 15,42.06,0.13,0.021
23/10/2019,15 - 16,43.38,0.12,0.008
23/10/2019,16 - 17,46,0.36,0
23/10/2019,17 - 18,50.81,1.69,0
23/10/2019,18 - 19,53.64,0.61,0
23/10/2019,19 - 20,55.38,0.59,0
23/10/2019,20 - 21,46.04,0.46,0
23/10/2019,21 - 22,39.27,0.85,0
23/10/2019,22 - 23,37.48,0.28,0
23/10/2019,23 - 00,34.5,0.69,0
24/10/2019,00 - 01,33.68,0.14,0
24/10/2019,01 - 02,31.12,0.14,0
24/10/2019,02 - 03,30.1,0.13,0
24/10/2019,03 - 04,29.49,0.13,0
24/10/2019,04 - 05,30.14,0.12,0
24/10/2019,05 - 06,32.98,0.13,0
24/10/2019,06 - 07,39.66,0.39,0
24/10/2019,07 - 08,49.11,0.49,0.003
24/10/2019,08 - 09,54.26,0.12,0.02
24/10/2019,09 - 10,54.26,0.13,0.089
24/10/2019,10 - 11,51.22,0.11,0.16
24/10/2019,11 - 12,47.06,0.14,0.049
24/10/2019,12 - 13,44.06,0.12,0.057
24/10/2019,13 - 14,40.63,0.21,0.071
24/10/2019,14 - 15,38.1,0.2,0.028
24/10/2019,15 - 16,36.88,0.18,0.015
24/10/2019,16 - 17,38.17,1.05,0
24/10/2019,17 - 18,40.01,0.8,0
24/10/2019,18 - 19,43.67,0.85,0
24/10/2019,19 - 20,42.21,1.61,0
24/10/2019,20 - 21,35.85,0.7,0
24/10/2019,21 - 22,30.15,0.48,0
24/10/2019,22 - 23,30.29,0.27,0
24/10/2019,23 - 00,26.1,0.11,0
25/10/2019,00 - 01,25.99,0.1,0
25/10/2019,01 - 02,25.34,0.12,0
25/10/2019,02 - 03,25.27,0.1,0
25/10/2019,03 - 04,24.49,0.1,0
25/10/2019,04 - 05,25.27,0.11,0
25/10/2019,05 - 06,28.3,0.1,0
25/10/2019,06 - 07,36.16,0.49,0
25/10/2019,07 - 08,48.03,0.55,0.011
25/10/2019,08 - 09,51.66,0.41,0.049
25/10/2019,09 - 10,46.81,0.36,0.056
25/10/2019,10 - 11,44.61,0.36,0.036
25/10/2019,11 - 12,39.87,0.21,0.021
25/10/2019,12 - 13,35.75,0.23,0.025
25/10/2019,13 - 14,36.17,0.25,0.028
25/10/2019,14 - 15,34.88,0.39,0.013
25/10/2019,15 - 16,35.43,0.3,0.005
25/10/2019,16 - 17,37.02,0.17,0
25/10/2019,17 - 18,43.95,0.6,0
25/10/2019,18 - 19,48.24,0.43,0
25/10/2019,19 - 20,48.29,0.57,0
25/10/2019,20 - 21,38.13,0.77,0
25/10/2019,21 - 22,33.3,0.51,0
25/10/2019,22 - 23,30.43,0.57,0
25/10/2019,23 - 00,25.58,0.16,0
26/10/2019,00 - 01,23.6,0.73,0
26/10/2019,01 - 02,18.89,0.14,0
26/10/2019,02 - 03,19.94,0.13,0
26/10/2019,03 - 04,15.82,0.13,0
26/10/2019,04 - 05,8.57,0.14,0
26/10/2019,05 - 06,15.88,0.12,0
26/10/2019,06 - 07,14.66,0.37,0
26/10/2019,07 - 08,24.68,0.35,0.07
26/10/2019,08 - 09,29.44,0.24,0.055
26/10/2019,09 - 10,25.99,0.22,0.03
26/10/2019,10 - 11,29.4,0.22,0.041
26/10/2019,11 - 12,29.08,0.21,0.043
26/10/2019,12 - 13,26.87,0.78,0.061
26/10/2019,13 - 14,31.89,0.36,0.07
26/10/2019,14 - 15,31.89,0.13,0.044
26/10/2019,15 - 16,27.07,0.12,0.015
26/10/2019,16 - 17,30.62,0.16,0
26/10/2019,17 - 18,37.12,0.4,0
26/10/2019,18 - 19,38.07,0.53,0
26/10/2019,19 - 20,37.47,0.48,0
26/10/2019,20 - 21,35.87,0.48,0
26/10/2019,21 - 22,35.14,0.4,0
26/10/2019,22 - 23,31.91,0.29,0
26/10/2019,23 - 00,26.88,0.1,0
27/10/2019,00 - 01,32.3,0.14,0
27/10/2019,01 - 02,27.18,0.1,0
27/10/2019,02 - 03,9.06,0.11,0
27/10/2019,02 - 03,0.05,0.1,0
27/10/2019,03 - 04,0.12,0.11,0
27/10/2019,04 - 05,5.52,0.11,0
27/10/2019,05 - 06,17.33,0.1,0
27/10/2019,06 - 07,20.59,0.29,0.071
27/10/2019,07 - 08,25.16,0.39,0.154
27/10/2019,08 - 09,28.93,0.4,0.045
27/10/2019,09 - 10,28.99,0.1,0.048
27/10/2019,10 - 11,28.03,0.11,0.019
27/10/2019,11 - 12,30.08,0.1,0.057
27/10/2019,12 - 13,28.52,0.1,0.02
27/10/2019,13 - 14,28.08,0.12,0.007
27/10/2019,14 - 15,28.08,0.09,0.003
27/10/2019,15 - 16,31.18,0.11,0
27/10/2019,16 - 17,36.4,0.1,0
27/10/2019,17 - 18,44.56,0.11,0
27/10/2019,18 - 19,42.64,0.1,0
27/10/2019,19 - 20,41.43,0.1,0
27/10/2019,20 - 21,36.16,0.13,0
27/10/2019,21 - 22,34.15,0.1,0
27/10/2019,22 - 23,29.93,0.1,0
27/10/2019,23 - 00,25.89,0.1,0
28/10/2019,00 - 01,26.47,0.11,0
28/10/2019,01 - 02,26.67,0.1,0
28/10/2019,02 - 03,26.97,0.09,0
28/10/2019,03 - 04,27.71,0.11,0
28/10/2019,04 - 05,28.01,0.09,0
28/10/2019,05 - 06,31.05,0.11,0
28/10/2019,06 - 07,40.11,0.1,0.074
28/10/2019,07 - 08,48.6,0.1,0.285
28/10/2019,08 - 09,46.05,0.1,0.477
28/10/2019,09 - 10,44.13,0.11,0.572
28/10/2019,10 - 11,43.18,0.11,0.59
28/10/2019,11 - 12,42.44,0.1,0.23
28/10/2019,12 - 13,40.69,0.12,0.045
28/10/2019,13 - 14,43.4,0.1,0.059
28/10/2019,14 - 15,48.96,0.1,0.009
28/10/2019,15 - 16,51.56,0.1,0
28/10/2019,16 - 17,55.14,0.1,0
28/10/2019,17 - 18,61.39,0.12,0
28/10/2019,18 - 19,63.79,0.11,0
28/10/2019,19 - 20,57.54,0.11,0
28/10/2019,20 - 21,48.82,0.13,0
28/10/2019,21 - 22,41.73,0.36,0
28/10/2019,22 - 23,40.34,0.11,0
28/10/2019,23 - 00,36.65,0.11,0
29/10/2019,00 - 01,37.12,0.1,0
29/10/2019,01 - 02,36.7,0.11,0
29/10/2019,02 - 03,35.93,0.1,0
29/10/2019,03 - 04,35.31,0.1,0
29/10/2019,04 - 05,35.26,0.1,0
29/10/2019,05 - 06,36.1,0.35,0
29/10/2019,06 - 07,43.38,0.38,0.075
29/10/2019,07 - 08,53.64,1.34,0.335
29/10/2019,08 - 09,55.96,0.47,0.533
29/10/2019,09 - 10,55.16,0.3,0.561
29/10/2019,10 - 11,51.7,0.35,0.051
29/10/2019,11 - 12,51.6,0.35,0.284
29/10/2019,12 - 13,47.45,0.38,0.111
29/10/2019,13 - 14,47.88,0.34,0.193
29/10/2019,14 - 15,52.44,0.21,0.002
29/10/2019,15 - 16,55.16,0.43,0
29/10/2019,16 - 17,57.35,0.57,0
29/10/2019,17 - 18,62.61,0.57,0
29/10/2019,18 - 19,66.36,0.84,0
29/10/2019,19 - 20,60.91,0.57,0
29/10/2019,20 - 21,54.05,0.78,0
29/10/2019,21 - 22,46.03,0.34,0
29/10/2019,22 - 23,41.02,0.14,0
29/10/2019,23 - 00,38.72,0.14,0
30/10/2019,00 - 01,38.02,0.13,0
30/10/2019,01 - 02,37.7,0.14,0
30/10/2019,02 - 03,37.44,0.13,0
30/10/2019,03 - 04,37.08,0.12,0
30/10/2019,04 - 05,36.25,0.12,0
30/10/2019,05 - 06,38.35,0.14,0
30/10/2019,06 - 07,46.8,0.48,0.044
30/10/2019,07 - 08,54.27,0.16,0.284
30/10/2019,08 - 09,57.76,0.19,0.495
30/10/2019,09 - 10,54.52,0.31,0.572
30/10/2019,10 - 11,50.53,0.28,0.597
30/10/2019,11 - 12,49.05,0.28,0.521
30/10/2019,12 - 13,47.44,0.32,0.351
30/10/2019,13 - 14,46.5,0.16,0.219
30/10/2019,14 - 15,50.09,0.17,0.044
30/10/2019,15 - 16,54.18,1.74,0
30/10/2019,16 - 17,56.32,0.75,0
30/10/2019,17 - 18,61.74,0.44,0
30/10/2019,18 - 19,66.88,0.44,0
30/10/2019,19 - 20,60.16,0.45,0
30/10/2019,20 - 21,53.74,0.43,0
30/10/2019,21 - 22,44.73,0.15,0
30/10/2019,22 - 23,41.9,0.12,0
30/10/2019,23 - 00,37.57,0.14,0
31/10/2019,00 - 01,36.3,0.12,0
31/10/2019,01 - 02,35.08,0.13,0
31/10/2019,02 - 03,34.03,0.12,0
31/10/2019,03 - 04,33.25,0.14,0
31/10/2019,04 - 05,33.95,0.12,0
31/10/2019,05 - 06,35.94,0.39,0
31/10/2019,06 - 07,42.1,0.35,0.131
31/10/2019,07 - 08,46.81,0.32,0.348
31/10/2019,08 - 09,48.5,0.18,0.48
31/10/2019,09 - 10,45.33,0.13,0.124
31/10/2019,10 - 11,40.63,0.12,0.084
31/10/2019,11 - 12,40.21,0.13,0.041
31/10/2019,12 - 13,39.49,0.46,0.049
31/10/2019,13 - 14,40.26,0.18,0.191
31/10/2019,14 - 15,44.07,0.14,0.036
31/10/2019,15 - 16,47.88,0.38,0
31/10/2019,16 - 17,51.22,0.37,0
31/10/2019,17 - 18,56.16,0.48,0
31/10/2019,18 - 19,55.59,0.46,0
31/10/2019,19 - 20,50.49,0.93,0
31/10/2019,20 - 21,48.06,0.52,0
31/10/2019,21 - 22,43.24,0.71,0
31/10/2019,22 - 23,40.11,0.13,0
31/10/2019,23 - 00,37.33,0.12,0
01/11/2019,00 - 01,36.04,0.14,0
01/11/2019,01 - 02,33.58,0.12,0
01/11/2019,02 - 03,29.07,0.13,0
01/11/2019,03 - 04,27.19,0.12,0
01/11/2019,04 - 05,26.24,0.3,0
01/11/2019,05 - 06,26.21,0.52,0
01/11/2019,06 - 07,38.61,0.52,0.029
01/11/2019,07 - 08,35.01,0.3,0.188
01/11/2019,08 - 09,35.1,0.26,0.045
01/11/2019,09 - 10,35.17,0.25,0.024
01/11/2019,10 - 11,38.56,0.24,0.033
01/11/2019,11 - 12,34.13,0.24,0.014
01/11/2019,12 - 13,36,0.37,0.011
01/11/2019,13 - 14,33.52,0.19,0.003
01/11/2019,14 - 15,31.59,0.23,0.005
01/11/2019,15 - 16,31.61,0.47,0
01/11/2019,16 - 17,31.68,0.93,0
01/11/2019,17 - 18,39.05,0.64,0
01/11/2019,18 - 19,38.18,0.82,0
01/11/2019,19 - 20,37.11,0.59,0
01/11/2019,20 - 21,32.07,0.51,0
01/11/2019,21 - 22,30.19,0.3,0
01/11/2019,22 - 23,30.57,0.17,0
01/11/2019,23 - 00,28.14,0.13,0
02/11/2019,00 - 01,31.59,0.12,0
02/11/2019,01 - 02,30.15,0.13,0
02/11/2019,02 - 03,26.17,0.13,0
02/11/2019,03 - 04,25.07,0.12,0
02/11/2019,04 - 05,19.04,0.15,0
02/11/2019,05 - 06,21.92,0.12,0
02/11/2019,06 - 07,26.05,0.24,0.001
02/11/2019,07 - 08,35.8,0.16,0.075
02/11/2019,08 - 09,36.69,0.14,0.522
02/11/2019,09 - 10,38.06,0.12,0.48
02/11/2019,10 - 11,38.54,0.13,0.49
02/11/2019,11 - 12,37.2,0.11,0.409
02/11/2019,12 - 13,30.38,0.13,0.433
02/11/2019,13 - 14,30.08,0.14,0.294
02/11/2019,14 - 15,27.68,0.13,0
02/11/2019,15 - 16,28.02,0.39,0
02/11/2019,16 - 17,30.08,0.44,0
02/11/2019,17 - 18,34,0.61,0
02/11/2019,18 - 19,39.55,0.48,0
02/11/2019,19 - 20,37.41,0.42,0
02/11/2019,20 - 21,36.98,0.51,0
02/11/2019,21 - 22,27.93,0.2,0
02/11/2019,22 - 23,28.89,0.13,0
02/11/2019,23 - 00,29.08,0.12,0
03/11/2019,00 - 01,21.06,0.14,0
03/11/2019,01 - 02,25.77,0.13,0
03/11/2019,02 - 03,26.78,0.14,0
03/11/2019,03 - 04,26.78,0.11,0
03/11/2019,04 - 05,25.07,0.14,0
03/11/2019,05 - 06,25.93,0.84,0
03/11/2019,06 - 07,33.57,1.08,0.046
03/11/2019,07 - 08,34.53,0.34,0.155
03/11/2019,08 - 09,35.98,0.26,0.319
03/11/2019,09 - 10,36.98,0.13,0.383
03/11/2019,10 - 11,37.7,0.3,0.066
03/11/2019,11 - 12,38.25,0.34,0.041
03/11/2019,12 - 13,38.8,0.74,0.132
03/11/2019,13 - 14,38.2,1.07,0.306
03/11/2019,14 - 15,38.34,0.32,0
03/11/2019,15 - 16,38.65,0.34,0
03/11/2019,16 - 17,39.87,0.47,0
03/11/2019,17 - 18,41.36,0.41,0
03/11/2019,18 - 19,42.95,0.47,0
03/11/2019,19 - 20,41.16,0.46,0
03/11/2019,20 - 21,39.35,0.44,0
03/11/2019,21 - 22,37.54,0.26,0
03/11/2019,22 - 23,35.96,0.11,0
03/11/2019,23 - 00,34.2,0.12,0
04/11/2019,00 - 01,26.76,0.1,0
04/11/2019,01 - 02,25.01,0.11,0
04/11/2019,02 - 03,22.57,0.11,0
04/11/2019,03 - 04,22.34,0.1,0
04/11/2019,04 - 05,22.91,0.1,0
04/11/2019,05 - 06,26.17,0.37,0
04/11/2019,06 - 07,35.6,0.41,0.028
04/11/2019,07 - 08,43.68,0.19,0.388
04/11/2019,08 - 09,45.48,0.16,0.22
04/11/2019,09 - 10,45.2,1.15,0.194
04/11/2019,10 - 11,44.09,0.65,0.191
04/11/2019,11 - 12,43.45,1.36,0.053
04/11/2019,12 - 13,41.83,0.21,0.092
04/11/2019,13 - 14,42.38,0.12,0.041
04/11/2019,14 - 15,42.34,0.15,0
04/11/2019,15 - 16,42.54,0.5,0
04/11/2019,16 - 17,48.33,0.56,0
04/11/2019,17 - 18,51.68,1.16,0
04/11/2019,18 - 19,48.53,1.16,0
04/11/2019,19 - 20,43.36,0.61,0
04/11/2019,20 - 21,43.27,0.36,0
04/11/2019,21 - 22,38.06,0.16,0
04/11/2019,22 - 23,35.6,0.11,0
04/11/2019,23 - 00,30.08,0.1,0
05/11/2019,00 - 01,26.57,0.11,0
05/11/2019,01 - 02,25.71,0.11,0
05/11/2019,02 - 03,26.04,0.1,0
05/11/2019,03 - 04,25.06,0.11,0
05/11/2019,04 - 05,26.11,0.11,0
05/11/2019,05 - 06,28.02,0.11,0
05/11/2019,06 - 07,39.03,0.57,0.002
05/11/2019,07 - 08,45.65,0.25,0.095
05/11/2019,08 - 09,48.11,0.12,0.149
05/11/2019,09 - 10,47.56,0.12,0.38
05/11/2019,10 - 11,48.12,0.14,0.036
05/11/2019,11 - 12,48.57,0.37,0.055
05/11/2019,12 - 13,47.09,0.5,0.005
05/11/2019,13 - 14,48.48,0.14,0.135
05/11/2019,14 - 15,50.05,0.15,0
05/11/2019,15 - 16,50.14,0.31,0
05/11/2019,16 - 17,50.18,0.64,0
05/11/2019,17 - 18,60.88,0.56,0
05/11/2019,18 - 19,63.07,0.53,0
05/11/2019,19 - 20,52.45,0.51,0
05/11/2019,20 - 21,47.7,0.45,0
05/11/2019,21 - 22,43.42,0.52,0
05/11/2019,22 - 23,41.33,0.17,0
05/11/2019,23 - 00,38.76,0.57,0
06/11/2019,00 - 01,40.51,0.13,0
06/11/2019,01 - 02,40.1,0.13,0
06/11/2019,02 - 03,40.08,0.13,0
06/11/2019,03 - 04,40.31,0.13,0
06/11/2019,04 - 05,41.15,0.13,0
06/11/2019,05 - 06,40.49,0.28,0
06/11/2019,06 - 07,45.76,0.45,0.001
06/11/2019,07 - 08,55.93,0.2,0.072
06/11/2019,08 - 09,59.85,0.14,0.047
06/11/2019,09 - 10,57.08,0.13,0.045
06/11/2019,10 - 11,56.96,0.12,0.064
06/11/2019,11 - 12,56.6,0.13,0.032
06/11/2019,12 - 13,54.57,1.2,0.032
06/11/2019,13 - 14,55.96,0.32,0.043
06/11/2019,14 - 15,57.44,0.16,0
06/11/2019,15 - 16,57.55,0.29,0
06/11/2019,16 - 17,60.88,0.58,0
06/11/2019,17 - 18,76.46,0.62,0
06/11/2019,18 - 19,87.37,0.54,0
06/11/2019,19 - 20,65.18,0.55,0
06/11/2019,20 - 21,54.62,0.48,0
06/11/2019,21 - 22,47.65,0.33,0
06/11/2019,22 - 23,44.72,0.19,0
06/11/2019,23 - 00,40.41,0.15,0
07/11/2019,00 - 01,42.09,0.13,0
07/11/2019,01 - 02,41.26,0.13,0
07/11/2019,02 - 03,40.79,0.13,0
07/11/2019,03 - 04,41.09,0.12,0
07/11/2019,04 - 05,42.23,0.13,0
07/11/2019,05 - 06,42.71,0.32,0
07/11/2019,06 - 07,44.02,0.4,0
07/11/2019,07 - 08,54.05,0.34,0.014
07/11/2019,08 - 09,53.14,0.31,0.01
07/11/2019,09 - 10,50.31,0.37,0.008
07/11/2019,10 - 11,49.25,0.82,0.009
07/11/2019,11 - 12,48.03,0.49,0.037
07/11/2019,12 - 13,45.49,0.26,0.022
07/11/2019,13 - 14,46.17,0.21,0.02
07/11/2019,14 - 15,46.86,0.47,0
07/11/2019,15 - 16,46.96,1.65,0
07/11/2019,16 - 17,48.82,0.57,0
07/11/2019,17 - 18,51.31,0.54,0
07/11/2019,18 - 19,48.33,0.5,0
07/11/2019,19 - 20,46.85,0.48,0
07/11/2019,20 - 21,45.11,0.43,0
07/11/2019,21 - 22,37.91,0.63,0
07/11/2019,22 - 23,37.66,0.22,0
07/11/2019,23 - 00,35.43,0.59,0
08/11/2019,00 - 01,32.9,0.11,0
08/11/2019,01 - 02,33.01,0.11,0
08/11/2019,02 - 03,32.16,0.11,0
08/11/2019,03 - 04,31.91,0.1,0
08/11/2019,04 - 05,33.29,0.11,0
08/11/2019,05 - 06,35.32,0.31,0
08/11/2019,06 - 07,45.18,0.72,0
08/11/2019,07 - 08,51.93,0.26,0.027
08/11/2019,08 - 09,54.48,0.19,0.049
08/11/2019,09 - 10,55.78,0.25,0.052
08/11/2019,10 - 11,55.1,0.44,0.043
08/11/2019,11 - 12,54.11,0.21,0.028
08/11/2019,12 - 13,52.59,0.17,0.039
08/11/2019,13 - 14,52.67,0.1,0.135
08/11/2019,14 - 15,53.16,0.12,0
08/11/2019,15 - 16,52.34,0.13,0
08/11/2019,16 - 17,54.46,1.11,0
08/11/2019,17 - 18,66.66,0.42,0
08/11/2019,18 - 19,60.15,0.51,0
08/11/2019,19 - 20,52.12,0.44,0
08/11/2019,20 - 21,47.08,0.3,0
08/11/2019,21 - 22,43.96,0.21,0
08/11/2019,22 - 23,44.41,0.26,0
08/11/2019,23 - 00,39.45,0.11,0
09/11/2019,00 - 01,42.76,0.1,0
09/11/2019,01 - 02,39.9,0.11,0
09/11/2019,02 - 03,38.93,0.11,0
09/11/2019,03 - 04,39.36,0.1,0
09/11/2019,04 - 05,36.31,0.11,0
09/11/2019,05 - 06,39.61,0.1,0
09/11/2019,06 - 07,39.69,0.63,0
09/11/2019,07 - 08,41.68,0.29,0.061
09/11/2019,08 - 09,42.15,0.19,0.029
09/11/2019,09 - 10,44.7,0.22,0.032
09/11/2019,10 - 11,44.28,0.51,0.071
09/11/2019,11 - 12,42.68,0.36,0.022
09/11/2019,12 - 13,41.54,0.33,0.013
09/11/2019,13 - 14,40.13,0.16,0.009
09/11/2019,14 - 15,40.08,0.15,0
09/11/2019,15 - 16,41.79,1.03,0
09/11/2019,16 - 17,43.94,0.86,0
09/11/2019,17 - 18,50.1,0.48,0
09/11/2019,18 - 19,51.15,0.5,0
09/11/2019,19 - 20,48.59,0.49,0
09/11/2019,20 - 21,42.88,0.39,0
09/11/2019,21 - 22,40.48,0.12,0
09/11/2019,22 - 23,39.78,0.11,0
09/11/2019,23 - 00,36.78,0.12,0
10/11/2019,00 - 01,37.68,0.11,0
10/11/2019,01 - 02,35.4,0.1,0
10/11/2019,02 - 03,35.23,0.11,0
10/11/2019,03 - 04,34.32,0.11,0
10/11/2019,04 - 05,33.96,0.11,0
10/11/2019,05 - 06,35.11,0.12,0
10/11/2019,06 - 07,35.7,0.63,0.001
10/11/2019,07 - 08,39.06,0.79,0.044
10/11/2019,08 - 09,40.09,0.87,0.007
10/11/2019,09 - 10,40.53,0.74,0.012
10/11/2019,10 - 11,41.04,0.46,0.008
10/11/2019,11 - 12,41.12,0.36,0.007
10/11/2019,12 - 13,41.45,0.4,0.004
10/11/2019,13 - 14,41,1.14,0.002
10/11/2019,14 - 15,41.09,1.76,0
10/11/2019,15 - 16,41.47,1.87,0
10/11/2019,16 - 17,46.55,1.03,0
10/11/2019,17 - 18,52.32,0.54,0
10/11/2019,18 - 19,53.25,0.52,0
10/11/2019,19 - 20,52.66,0.86,0
10/11/2019,20 - 21,51.16,0.47,0
10/11/2019,21 - 22,47.14,0.65,0
10/11/2019,22 - 23,44.38,0.11,0
10/11/2019,23 - 00,40,0.13,0
11/11/2019,00 - 01,35.77,0.11,0
11/11/2019,01 - 02,36.08,0.12,0
11/11/2019,02 - 03,36.14,0.11,0
11/11/2019,03 - 04,34.85,0.1,0
11/11/2019,04 - 05,34.9,0.11,0
11/11/2019,05 - 06,36.69,0.12,0
11/11/2019,06 - 07,43.55,0.47,0
11/11/2019,07 - 08,47.83,0.39,0.03
11/11/2019,08 - 09,51.15,0.33,0.028
11/11/2019,09 - 10,50,0.34,0.111
11/11/2019,10 - 11,48.14,0.79,0.117
11/11/2019,11 - 12,47.43,1.14,0.03
11/11/2019,12 - 13,45.4,0.36,0.038
11/11/2019,13 - 14,45.73,0.26,0.009
11/11/2019,14 - 15,44.24,0.16,0
11/11/2019,15 - 16,44.75,1.05,0
11/11/2019,16 - 17,44.91,0.46,0
11/11/2019,17 - 18,48.13,0.7,0
11/11/2019,18 - 19,45.52,0.52,0
11/11/2019,19 - 20,40.48,0.49,0
11/11/2019,20 - 21,35.36,0.48,0
11/11/2019,21 - 22,32.9,0.57,0
11/11/2019,22 - 23,32.14,0.14,0
11/11/2019,23 - 00,26.17,0.62,0
12/11/2019,00 - 01,30.99,0.11,0
12/11/2019,01 - 02,31.54,0.11,0
12/11/2019,02 - 03,30.76,0.11,0
12/11/2019,03 - 04,29.19,0.1,0
12/11/2019,04 - 05,32.4,0.17,0
12/11/2019,05 - 06,35.41,1.55,0
12/11/2019,06 - 07,40.54,0.37,0
12/11/2019,07 - 08,44,0.4,0.295
12/11/2019,08 - 09,44.12,0.37,0.298
12/11/2019,09 - 10,43.13,0.4,0.407
12/11/2019,10 - 11,42.54,0.36,0.292
12/11/2019,11 - 12,42.16,0.25,0.282
12/11/2019,12 - 13,40.62,0.38,0.423
12/11/2019,13 - 14,42.5,0.27,0.214
12/11/2019,14 - 15,43.52,0.28,0
12/11/2019,15 - 16,44.11,0.33,0
12/11/2019,16 - 17,50,0.37,0
12/11/2019,17 - 18,57.96,0.51,0
12/11/2019,18 - 19,50.15,0.5,0
12/11/2019,19 - 20,42.97,0.45,0
12/11/2019,20 - 21,41.67,0.5,0
12/11/2019,21 - 22,41.07,0.36,0
12/11/2019,22 - 23,39.38,0.21,0
12/11/2019,23 - 00,36.85,0.19,0
13/11/2019,00 - 01,34.1,0.11,0
13/11/2019,01 - 02,34.93,0.1,0
13/11/2019,02 - 03,35.11,0.11,0
13/11/2019,03 - 04,35.11,0.11,0
13/11/2019,04 - 05,35.23,0.1,0
13/11/2019,05 - 06,36.17,0.11,0
13/11/2019,06 - 07,40.83,0.44,0
13/11/2019,07 - 08,47.84,0.31,0.16
13/11/2019,08 - 09,52.23,0.26,0.054
13/11/2019,09 - 10,51.71,0.37,0.296
13/11/2019,10 - 11,50.27,0.2,0.57
13/11/2019,11 - 12,50.74,0.19,0.247
13/11/2019,12 - 13,49.12,0.38,0.424
13/11/2019,13 - 14,55.28,0.25,0.11
13/11/2019,14 - 15,56.15,0.27,0
13/11/2019,15 - 16,58.59,1.24,0
13/11/2019,16 - 17,63.7,0.44,0
13/11/2019,17 - 18,67.4,0.64,0
13/11/2019,18 - 19,56.26,0.54,0
13/11/2019,19 - 20,53.1,0.43,0
13/11/2019,20 - 21,46.36,0.71,0
13/11/2019,21 - 22,43.04,0.15,0
13/11/2019,22 - 23,41.59,0.62,0
13/11/2019,23 - 00,38.39,0.12,0
14/11/2019,00 - 01,37.71,0.1,0
14/11/2019,01 - 02,37.96,0.1,0
14/11/2019,02 - 03,36.62,0.11,0
14/11/2019,03 - 04,35.48,0.1,0
14/11/2019,04 - 05,35.88,0.1,0
14/11/2019,05 - 06,38.29,0.11,0
14/11/2019,06 - 07,45.44,0.32,0
14/11/2019,07 - 08,53.86,0.49,0.047
14/11/2019,08 - 09,52.48,0.29,0.037
